,album_name,album_uri,artist_name,artist_uri,duration_ms,pid,pos,track_name,track_uri
497,At Home with Screamin' Jay Hawkins,spotify:album:2lKtE0pl4RtMD2bUwKzdcz,Screamin' Jay Hawkins,spotify:artist:3VBpsrUi2vV7Uj87ONHu7Z,144866.0,0.0,0.0,I Put a Spell on You,spotify:track:3sLhMSePzxSrmxluIqeoAZ
498,Good News For People Who Love Bad News,spotify:album:0w4iTlpjm3ylF6U5R4UTgl,Modest Mouse,spotify:artist:1yAwtBaoHLEDWAnWR87hBT,208466.0,0.0,0.0,Float On,spotify:track:3b00LSFIRqnHvkoDEs5fkg
499,Fiddler on the Roof (New Broadway Cast Recording),spotify:album:5Pn1u1H6LpkD2WsInXwfpX,Alfred Molina,spotify:artist:63TDvoeug4OyhpcQ2vaYVd,313346.0,0.0,0.0,If I Were a Rich Man,spotify:track:4IDvLovTxyuYNEloCrFbMs
500,Magazines Or Novels,spotify:album:0XUNG1cssmwHh22loRqKdJ,Andy Grammer,spotify:artist:2oX42qP5ineK3hrhBECLmj,199263.0,0.0,0.0,"Honey, I'm Good.",spotify:track:4MflGTO2ZTcSQ12bWcyRgI
501,My Girl (feat. T. Gatez),spotify:album:0RTgS0gYlAKCQTEEvnYxS4,John That,spotify:artist:3tluyFBgkZ8pzxSRzUGaG3,190821.0,0.0,0.0,My Girl (feat. T. Gatez),spotify:track:4tDk4OHU5nwdDWv2ObE01B
502,Cowboy Like Me,spotify:album:0JKpAxkMB9RxA4EqqhLhLj,Cody Johnson,spotify:artist:6zLBxLdl60ekBLpawtT63I,156200.0,0.0,0.0,Me and My Kind,spotify:track:4rW9EUFaMSNVY8JhbqrB6z
503,Queen Of The Clouds,spotify:album:47C7w4o1resDhr7jvYEpxE,Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,209160.0,0.0,0.0,Habits (Stay High),spotify:track:14OxJlLdcHNpgsm4DRwDOB
504,Hozier,spotify:album:60iWIaLVVZWS5YTirIaC1c,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,266611.0,0.0,0.0,Arsonist's Lullabye,spotify:track:5tz0Zo36q6SJcQk7xaeJLJ
505,The Marshall Mathers LP2,spotify:album:3qGeRY1wt4rrLIt1YuSwHR,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,363521.0,0.0,0.0,Rap God,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt
506,Funk Wav Bounces Vol.1,spotify:album:2HaqChIDc5go3qxVunBDK0,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,230813.0,0.0,0.0,Slide,spotify:track:7tr2za8SQg2CI8EDgrdtNl
507,Hotting Up,spotify:album:5Y4TgE5qVSkBWb0NJl3WQ7,Iration,spotify:artist:0q9lPhJHW5R9J7RXIJRbTk,272746.0,0.0,0.0,Reelin,spotify:track:2p4jcOrYpJn3f6FF8GZlIU
508,The Nat King Cole Story,spotify:album:3NoP1ifIejWkGSDsO9T2xH,Nat King Cole,spotify:artist:7v4imS0moSyGdXyLgVTIV7,190973.0,0.0,0.0,The Christmas Song (Merry Christmas To You),spotify:track:5humEOJehpAwMJEJmb0JJ2
509,#1EpicEP,spotify:album:2ulZfOND4JRQiNxK0wki4z,DRAM,spotify:artist:5M0lbkGluOPXLeFjApw8r8,250107.0,0.0,0.0,CHA CHA,spotify:track:44Xgp13T5ab99beJ0edP6b
510,"So Wrong, It's Right",spotify:album:7GcuimRczCCOblhJr0NgzD,All Time Low,spotify:artist:46gyXjRIvN1NL1eCB8GBxo,182826.0,0.0,0.0,"Dear Maria, Count Me In",spotify:track:0J69x3mqm7U6tBPKsjpsWR
511,Straight Outta Old Skool,spotify:album:0toc7WsDdJVklvJRhPeIJS,Pharoahe Monch,spotify:artist:5DKuVtlpDH0agZQUFDy8O7,173186.0,0.0,0.0,Simon Says,spotify:track:4P2q1rzZ0XVb2vs3KSUXNF
512,Coming for You,spotify:album:6xCfzQCNkmhkyq55rtvzYr,The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,235534.0,0.0,0.0,Coming for You,spotify:track:1SZoPX6yKcuejHQ49DtDxr
513,Machine Dreams,spotify:album:3SUCouIfuWpVLfZlRUEBbV,Little Dragon,spotify:artist:6Tyzp9KzpiZ04DABQoedps,234800.0,0.0,0.0,Thunder Love,spotify:track:6PdCOTbNxgjUK8lGNWRa52
514,Tailgate Music,spotify:album:2We0it4EbNSm6crSHAyiGE,Jawga Boyz,spotify:artist:4rfTlSG4QNPCdjo57jAmMW,124741.0,0.0,0.0,Intro,spotify:track:6VmKTNKAl7xC41YiRzeWp7
515,Rage Against The Machine - XX (20th Anniversary Special Edition),spotify:album:4Io5vWtmV1rFj4yirKb4y4,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,313573.0,0.0,0.0,Killing In The Name,spotify:track:59WN2psjkt1tyaxjspN8fp
516,Copperhead Road,spotify:album:6IjDVtuYfRW1KjqQy2UzPJ,Steve Earle,spotify:artist:2UBTfUoLI07iRqGeUrwhZh,269920.0,0.0,0.0,Copperhead Road,spotify:track:0VU5k3vCrpqDgUygMjiFYj
517,Big Baby DRAM,spotify:album:0NrZHZ0y5kTO8EHliuUUca,DRAM,spotify:artist:5M0lbkGluOPXLeFjApw8r8,225205.0,0.0,0.0,Broccoli (feat. Lil Yachty),spotify:track:7yyRTcZmCiyzzJlNzGC9Ol
518,Come Away With Me,spotify:album:1JvoMzqg04nC29gam4Qaiq,Norah Jones,spotify:artist:2Kx7MNY7cI1ENniW7vT30N,186146.0,0.0,0.0,Don't Know Why,spotify:track:6ybViy2qrO9sIi41EgRJgx
519,Worlds,spotify:album:3RPdpabXNb64iiCEVdf94J,Porter Robinson,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,350173.0,0.0,0.0,Fellow Feeling,spotify:track:6XQPITzyOKEputQ0tLsu7B
520,Wonders,spotify:album:5vInnbRSNVuhkF8HpMwVVS,The Piano Guys,spotify:artist:0jW6R8CVyVohuUJVcuweDI,270813.0,0.0,0.0,Story of My Life,spotify:track:5hcaTEmkSOoL065LeKYn35
521,Pastel Blues,spotify:album:5b2uj8OsgNJAbJuKyNykRb,Nina Simone,spotify:artist:7G1GBhoKtEPnP86X2PvEYO,622000.0,0.0,0.0,Sinnerman - Live In New York/1965,spotify:track:2HDwGSgOBJD9lE3BF5JEec
522,Broken Ones,spotify:album:6F6usgNiD6yrnTVgvC76ub,Jacquie,spotify:artist:0SuQEAJ7EMAipBdrAYO4XS,229404.0,0.0,0.0,Broken Ones,spotify:track:0VYCUWNFIYLIOQqu3bFzs0
523,X & Y,spotify:album:4E7bV0pzG0LciBSWTszra6,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,295533.0,0.0,0.0,Fix You,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q
524,For Lack of a Better Name,spotify:album:3eNZDL2rqTVvmiC1f0yFwF,deadmau5,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,420613.0,0.0,0.0,FML,spotify:track:2Y4uPL2f4RwkJHvbIvcAgX
525,MTV Unplugged Música De Fondo,spotify:album:7HvlcB4kC6QivGpN7ABaVP,Zoé,spotify:artist:6IdtcAwaNVAggwd6sCKgTI,243094.0,0.0,0.0,Labios Rotos,spotify:track:2DWzn0kVcV9iKkiiee4rRE
526,The Pinkprint,spotify:album:40XGTQ7FN6Y3dZXJhKBe96,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,259106.0,0.0,0.0,Grand Piano,spotify:track:70CYAL35X3T73qVStJNpZ2
527,True Colors,spotify:album:453l82SGKWDAlOpKkUSX1u,Zedd,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,239999.0,0.0,0.0,I Want You To Know,spotify:track:19RevBdb9MKUaBIvxSbGd4
528,Greatest Hits Of Reggae Vol.2,spotify:album:0PS69od6t5XBjybSnyvWnr,The Jamaican Reggae Boys,spotify:artist:5AYbeAake0lSY2V5MDcO49,252714.0,0.0,0.0,No Woman No Cry,spotify:track:5mmgfPAMIFIhlP2VneJc0G
529,Grow,spotify:album:5WJb9Do0KCHZbAGK4M633J,Rae Morris,spotify:artist:67xyhWIvYQK5qr6b0gElst,243496.0,0.0,0.0,Grow,spotify:track:11AM5mzkNzbpohxrmjmGEh
530,Blank Face LP,spotify:album:0YbpATCIng8Fz2JrfHmEf7,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,313573.0,0.0,0.0,THat Part,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr
531,Not To Disappear,spotify:album:7uPIHbGRcVhOKUDzhRG9a8,Daughter,spotify:artist:46CitWgnWrvF9t70C2p1Me,314520.0,0.0,0.0,Doing The Right Thing,spotify:track:2X8DqCikgiVk3214hbHEpz
532,Unplugged [Deluxe],spotify:album:3ebyEGol0Abc7VAxYf7vEg,Eric Clapton,spotify:artist:6PAt558ZEZl0DmdXlnjMgD,280000.0,0.0,0.0,Tears In Heaven,spotify:track:612VcBshQcy4mpB2utGc3H
533,Van Halen,spotify:album:7DdEbYFPKTZ8KB4z6L4UnQ,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,227800.0,0.0,0.0,Ain't Talkin' 'Bout Love - 2015 Remastered Version,spotify:track:6fybp4N6eW3bsFAvARxyVe
534,A Rush Of Blood To The Head,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,309600.0,0.0,0.0,The Scientist,spotify:track:75JFxkI2RXiU7L9VXzMkle
535,Rocks,spotify:album:5Uv5LmSKTT9okGkr3l9MjR,Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,221733.0,0.0,0.0,Get The Lead Out,spotify:track:3dmAj7UUW7OFqlx4MiW6WH
536,Barefoot Blue Jean Night,spotify:album:4GeJssW5iLOSLOIXhLfOUJ,Jake Owen,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,167426.0,0.0,0.0,Barefoot Blue Jean Night,spotify:track:3ts6xK5GzfMAAriT9AIBmP
537,No More,spotify:album:4K5gg2AT6bax0ZLXBOXrUv,Jafu,spotify:artist:1SJSnoggDVPSbOqpIn2yAg,199970.0,0.0,0.0,No More,spotify:track:0baZKQBd7l8S2b4gkkbXae
538,Fleetwood Mac,spotify:album:5VIQ3VaAoRKOEpJ0fewdvo,Fleetwood Mac,spotify:artist:08GQAI4eElDnROBrJRGE0X,199493.0,0.0,0.0,Landslide,spotify:track:5ihS6UUlyQAfmp48eSkxuQ
539,Love You More,spotify:album:2nRTax3IJcYdPqULXsWsYR,Ben Esser,spotify:artist:1s3tUuJFDb56RcgjUlwVbs,204545.0,0.0,0.0,Love You More,spotify:track:5V46TPA0vNgSCMenD1SVc2
540,The Nightday,spotify:album:62e42RyXywke5INCA3VRGJ,ZHU,spotify:artist:28j8lBWDdDSHSSt5oPlsX2,213443.0,0.0,0.0,Paradise Awaits,spotify:track:1gUZLUdlhcNk5zeBF1fc6j
541,Trastorno Bipolar,spotify:album:4gAzotyNuDmLKfRg3usOrr,Porta,spotify:artist:3p7Bs02UWDt5ENoJeUGqaB,308946.0,0.0,0.0,La Bella Y La Bestia (Con Norykko),spotify:track:3dLmRHahSD8GqeJ6iy755G
542,Chapter 1,spotify:album:0hGHizySudG2ekiEK3F0Bo,MOD SUN,spotify:artist:3u2R8st1bb6zfBqNWceRXG,226533.0,0.0,0.0,Live Love Laugh,spotify:track:2pbLuXU7gALsrD04K6sLet
543,Lost in the Dream,spotify:album:7ogAbzopd3XkOj3gdStnSi,The War On Drugs,spotify:artist:6g0mn3tzAds6aVeUYRsryU,297826.0,0.0,0.0,Red Eyes,spotify:track:0JxI0r0gooV71qlPfHqJry
544,The Brothers Bloom (Original Motion Picture Soundtrack),spotify:album:4IcfkxKC0iJwiyyuUuTS01,Nathan Johnson With the Cinematic Underground,spotify:artist:4atQVa87YNQwlGJsX57wQk,303880.0,0.0,0.0,Brothers In A One Hat Town (Overture),spotify:track:3ewmPiQrr7QyK4FulUDLWb
545,Weezer,spotify:album:33CmI2lR8PnQwz6133Mc7l,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,256880.0,0.0,0.0,Say It Ain't So,spotify:track:4YPhn26bIFm2KUkL1VLzQG
546,Give The Drummer Some,spotify:album:6V1SB1SFOGfktPz9BoiVlw,Travis Barker,spotify:artist:4exLIFE8sISLr28sqG1qNX,193080.0,0.0,0.0,Let's Go,spotify:track:19xSVTy7c5jBGmHHgVXNbg
547,In Your Honor,spotify:album:2eprpJCYbCbPZRKVGIEJxZ,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,255626.0,0.0,0.0,Best of You,spotify:track:5FZxsHWIvUsmSK1IAvm2pp
548,Nicky Jam Hits,spotify:album:4etANPc5BMELu5yx987Rpx,Nicky Jam,spotify:artist:1SupJlEpv7RS2tPNRaHViT,195453.0,0.0,0.0,Travesuras,spotify:track:1PtL0YQRtq3qxDGUSwZPJ5
549,The Times They Are A-Changin',spotify:album:7DZeLXvr9eTVpyI1OlqtcS,Bob Dylan,spotify:artist:74ASZWbe4lXaubB36ztrGX,277106.0,0.0,0.0,Boots of Spanish Leather,spotify:track:6QHYEZlm9wyfXfEM1vSu1P
550,Main Nee Peenda,spotify:album:4STqcXcIxggt0IwYTx3CJK,Garry Sandhu,spotify:artist:7M3xY5iHSzEtoL3FpqOD75,261920.0,0.0,0.0,Main Nee Peenda,spotify:track:1fSFRirkJM81uAHCjS8C3d
551,The Peter Sarstedt Collection,spotify:album:7u15riiVu8KlyeablEFQkG,Peter Sarstedt,spotify:artist:3ExGDjEKejMhyciAgxPe0B,286960.0,0.0,0.0,Where Do You Go to (My Lovely),spotify:track:3kf0AiTR2PmmbpAL7XLeHg
552,Peace Is The Mission,spotify:album:2XBnxKeRZi76u2iyGcMych,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,176561.0,0.0,0.0,Lean On (feat. MØ & DJ Snake),spotify:track:4WjH9Bzt3kx7z8kl0awxh4
553,Easy TV,spotify:album:2wBhSJZmAtrQbrCGIJT8k1,The Film Score Orchestra,spotify:artist:3YIY3cUEzRX8UADubGXYSK,192600.0,0.0,0.0,"Everybody Knows Your Name (from ""Cheers"")",spotify:track:6PB5KrXHDA0mKj9kTpNSOt
554,The Glorious Dead,spotify:album:5MmMomspau1V5YpXjHYJRy,The Heavy,spotify:artist:0bZCak2tcRMY1dzEIuwF42,260180.0,0.0,0.0,Can't Play Dead,spotify:track:6VNRBXV7lQz9VAHhsfYkrE
555,PARTYNEXTDOOR,spotify:album:4EZoN6mRXNcGxHXZC2doJH,PARTYNEXTDOOR,spotify:artist:2HPaUgqeutzr3jx5a9WyDV,212880.0,0.0,0.0,Wus Good / Curious,spotify:track:2ekdnv2xVIyAdG3ySoDDeY
556,United,spotify:album:6sbZYwwQB15bt5TgkPFAdb,Marvin Gaye,spotify:artist:3koiLjNrgRTNbOwViDipeA,151666.0,0.0,0.0,Ain't No Mountain High Enough,spotify:track:2H3ZUSE54pST4ubRd5FzFR
557,News Of The World,spotify:album:7tB40pGzj6Tg0HePj2jWZt,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,122066.0,0.0,0.0,We Will Rock You - Remastered,spotify:track:4pbJqGIASGPr0ZpGpnWkDn
558,Shakira. (Deluxe Version),spotify:album:3pIrfgAYjBpTBBKgtrwKgZ,Shakira,spotify:artist:0EmeFodog0BfCgMzAIvKQp,206866.0,0.0,0.0,Can't Remember to Forget You,spotify:track:4Uc6BcPeBKfZUlX6jhumGv
559,Stay Trippy,spotify:album:7h1ut6IUbndKY7QrqcbAND,Juicy J,spotify:artist:5gCRApTajqwbnHHPbr2Fpi,278826.0,0.0,0.0,Bandz A Make Her Dance,spotify:track:7EZPH9Px3gXlxD5KJDwtwc
560,Homesick,spotify:album:34eR6ev1GGZHmxNTEfRobW,A Day To Remember,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,209093.0,0.0,0.0,The Downfall of Us All,spotify:track:6G7URf5rGe6MvNoiTtNEP7
561,Sun Giant,spotify:album:1THgsJygpeEj3yfXuRm7Bb,Fleet Foxes,spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,275306.0,0.0,0.0,Mykonos,spotify:track:3RVupqMb1zXl8FNG9TlWBZ
562,Only One Flo [Part 1],spotify:album:1TwNATuAqnNjTd5BSvFZlS,Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,200880.0,0.0,0.0,Who Dat Girl - feat. Akon,spotify:track:7z73ehYAn9O1XP9XlCqVtd
563,The Velvet Underground & Nico 45th Anniversary,spotify:album:02O0Ea7JGwlLq8faAiv1MN,The Velvet Underground,spotify:artist:1nJvji2KIlWSseXRSlNYsC,175813.0,0.0,0.0,Sunday Morning,spotify:track:1ibXPHlgwayYg2p3Fjda5g
564,Lost in the Light,spotify:album:4vcdgIX01vDfPCRzIlAxYf,Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,231774.0,0.0,0.0,Come Back Home,spotify:track:4oeqoesEYzNJprjh1rkTl3
565,Gossip In The Grain,spotify:album:2CbLBSlkvh2vR4JRLDRQso,Ray LaMontagne,spotify:artist:6DoH7ywD5BcQvjloe9OcIj,231840.0,0.0,0.0,You Are the Best Thing,spotify:track:1jyddn36UN4tVsJGtaJfem
566,We Are but Hunks of Wood Remixes,spotify:album:7bJBpl3WHidpR0ixHRY8o8,Little People,spotify:artist:3cbU0WxlZJTFLTfXEUB433,429946.0,0.0,0.0,Electrickery (Joey Fehrenbach Remix),spotify:track:09xeTb5Y4d2rR5fkOzLId0
567,Higher! (The Remixes),spotify:album:0GwcP6WGZEfcx1lBTzk9eJ,dEVOLVE,spotify:artist:6kLN4GaYwfWUe0A4cnNS6d,179210.0,0.0,0.0,Higher - Kameo Remix,spotify:track:19VJCCfo67g74iuhwHLFJG
568,Fuckin' problems,spotify:album:1vfUWjtgTgWzN3zzqBthQq,Royal'z,spotify:artist:03qN5dnUj0y05CH7yIMDck,236283.0,0.0,0.0,Fuckin' problems,spotify:track:2VaKdAeMHqHzPjPrSU0Svb
569,Go Off,spotify:album:3G9US0Byt1UldeKifKPIwa,Lil Uzi Vert,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,217561.0,0.0,0.0,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",spotify:track:53MHr9cjIlwet0mpmqNvjC
570,There Is No Competition 2: The Grieving Music Mixtape,spotify:album:3BBRkEHu6nmOVs7juIJ1KN,Fabolous,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,209693.0,0.0,0.0,You Be Killin Em,spotify:track:5I6YA7oHtraxwWQzzCugDt
571,And If Our God Is For Us...,spotify:album:2xwFfH8fO1MRmWZbNKZVqt,Chris Tomlin,spotify:artist:6pRi6EIPXz4QJEOEsBaA0m,285160.0,0.0,0.0,Our God,spotify:track:40lKptao1hxVqA7fd1OOGp
572,Landshark,spotify:album:6TZ6Bdsozod2CRTysSURNf,Fang,spotify:artist:6vBFJ3JwYIzw3nRxy4vpbq,147160.0,0.0,0.0,The Money Will Roll Right In,spotify:track:7ujGFXp50Uwe3fkIHq5Fgn
573,The Walking in Between,spotify:album:66AxyK2y4ZugyEFc4IXsWu,Ben Rector,spotify:artist:4AapPt7H6bGH4i7chTulpI,239345.0,0.0,0.0,Beautiful,spotify:track:69fUU58Xu9Lk5Bsd3aQBcE
574,Funk Wav Bounces Vol.1,spotify:album:2HaqChIDc5go3qxVunBDK0,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,230813.0,0.0,0.0,Slide,spotify:track:7tr2za8SQg2CI8EDgrdtNl
575,because the internet,spotify:album:63McpWDS7P0dF06fqXQMCZ,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,180675.0,0.0,0.0,IV. sweatpants,spotify:track:0uMUvbkTdjBNZ5UuHZ5PIj
576,Love Is the Evidence,spotify:album:1TF0o7o5NPR3t2nUn9P419,Citizen Way,spotify:artist:7o9BrJpGzDJxWSGpAViJu4,221026.0,0.0,0.0,How Sweet the Sound,spotify:track:0JCS7q2sxbydawkUCVIuhK
577,Boxes,spotify:album:5FavjcaDyf8naLuVcP2nR5,The Goo Goo Dolls,spotify:artist:2sil8z5kiy4r76CRTXxBCA,195320.0,0.0,0.0,So Alive,spotify:track:0Se1ajfYEa51gkPKV5UgLV
578,Kaya Stewart,spotify:album:7qGZ5CPGP7KPDRMa98PcEj,Kaya Stewart,spotify:artist:0ay2fTD85rNUhJz8rlxE7a,173080.0,0.0,0.0,In Love With a Boy,spotify:track:1u2tUlfNU6ncpaooRo7GN6
579,Tangled Up,spotify:album:4ykbJPI8MPscFzROE8dqLy,Thomas Rhett,spotify:artist:6x2LnllRG5uGarZMsD4iO8,227693.0,0.0,0.0,T-Shirt,spotify:track:1zWZvrk13cL8Sl3VLeG57F
580,21st Century Breakdown,spotify:album:1AHZd3C3S8m8fFrhFxyk79,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,321093.0,0.0,0.0,21 Guns,spotify:track:64yrDBpcdwEdNY9loyEGbX
581,Remember Me,spotify:album:6PSbEhykje2uilFnaEfi4u,Sage The Gemini,spotify:artist:6d47Z08T4snK50HgTEHo5Z,208160.0,0.0,0.0,Gas Pedal,spotify:track:1L0rvFTlpoR8rHxdR4lTSN
582,Corinne Bailey Rae,spotify:album:4ShaH3pEqEonoqH3L8ceR5,Corinne Bailey Rae,spotify:artist:29WzbAQtDnBJF09es0uddn,213538.0,0.0,0.0,Put Your Records On,spotify:track:2dEJE18eoskLm4bjSW6kmY
583,DAMN.,spotify:album:4eLPsYPBmXABThSJ821sqY,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,177000.0,0.0,0.0,HUMBLE.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
584,My Head Is An Animal,spotify:album:6uD3oJCWT1gtlSCg5lDiNF,Of Monsters and Men,spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,211453.0,0.0,0.0,Mountain Sound,spotify:track:60ZGteAEtPCnGE6zevgUcd
585,Champions,spotify:album:1xuSorM2dDIiB5zhftB5NY,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,334253.0,0.0,0.0,Champions,spotify:track:2nBI3iWLhupR7LyAJ5GGkE
586,Wildfire,spotify:album:0mFDIOqypzHp6Xd0el1hoT,Rachel Platten,spotify:artist:3QLIkT4rD2FMusaqmkepbq,204013.0,0.0,0.0,Fight Song,spotify:track:37f4ITSlgPX81ad2EvmVQr
587,Time Stands Still,spotify:album:3lXNaT25pd3EzpeYM74rxI,Family Force 5,spotify:artist:6aUV3Fndwagje8d4rBA3xw,221318.0,0.0,0.0,BZRK,spotify:track:4OLa2mTkpFTHiFOlGIfYim
588,What A Time To Be Alive,spotify:album:1ozpmkWcCHwsQ4QTnxOOdT,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,314631.0,0.0,0.0,Diamonds Dancing,spotify:track:2AGottAzfC8bHzF7kEJ3Wa
589,Conversations,spotify:album:0LAh6isxVC0vyytoCzrUUA,Woman's Hour,spotify:artist:0X4ahw9q93rwIg9QPUwKAk,189693.0,0.0,0.0,Her Ghost,spotify:track:3hbc8EqDulFyx9YafSV9sV
590,Low,spotify:album:2Fs5beqHCsq6eCrtMiBOWu,TRACE,spotify:artist:5k7Y2t4cB5dG219QgFCvXW,206928.0,0.0,0.0,Low,spotify:track:4mxNpTSvmKCaQKdWhWnkCz
591,÷,spotify:album:3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,261153.0,0.0,0.0,Castle on the Hill,spotify:track:6PCUP3dWmTjcTtXY02oFdT
592,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,220293.0,0.0,0.0,Congratulations,spotify:track:3a1lNhkSLSkpJE4MSHpDu9
593,Yes Lawd!,spotify:album:7dJuahCqTkYE4GqXn9Ent2,NxWorries,spotify:artist:6PEMFpe3PTOksdV4ZXUpbE,122373.0,0.0,0.0,Khadijah,spotify:track:0kZAFBvz10oJLTESffqbVz
594,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,291893.0,0.0,0.0,Black Beatles,spotify:track:6fujklziTHa8uoM5OQSfIo
595,Unapologetic,spotify:album:1ciAVKFdlpLi2eGDlXv6Bo,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,225146.0,0.0,0.0,Diamonds,spotify:track:4JQSMg83F8qYwSBt5xOXsQ
596,Light & Sound EP,spotify:album:42pVia0a0QjOZ9AEkewLwU,Luke Million,spotify:artist:1khu4DLsGK5MWLbUlfKkgz,218778.0,0.0,0.0,Light & Sound,spotify:track:3gUFIFsPLf6c2pssekXkTU
597,Miss E...So Addictive,spotify:album:20t54K6C80QQH7vbcpfJcP,Missy Elliott,spotify:artist:2wIVse2owClT7go1WT98tk,275600.0,0.0,0.0,One Minute Man (feat. Jay-Z) - Remix,spotify:track:4Z1GSvE92RKsxjzrrBJAIT
598,Brother Bear,spotify:album:0aJ2SqX6w8pJsaFaTiBUgJ,Phil Collins,spotify:artist:4lxfqrEsLX6N1N4OCSkILp,220293.0,0.0,0.0,On My Way,spotify:track:7wjiMdiSgsL9Vkrwb10Num
599,Into The Night,spotify:album:3Tqy7jmm16qHNEte6Y4DJ3,The Raveonettes,spotify:artist:3LTXHU3DhiYzGIgF2PP8Q8,225400.0,0.0,0.0,Into the Night,spotify:track:6jslAkIzKNDmZPVI7p8q2a
600,Ocean Avenue,spotify:album:24IBCzEJlHBI0ioxlSuSPA,Yellowcard,spotify:artist:3zxKH0qp3nBCuPZCZT5Vaf,198266.0,0.0,0.0,Ocean Avenue,spotify:track:23oxJmDc1V9uLUSmN2LIvx
601,Partners In Crime,spotify:album:163iYwl7Kdm9ayTnD4VyfN,Rupert Holmes,spotify:artist:0TqIPD4IS1w4e30R38B3vj,276493.0,0.0,0.0,Escape (The Pina Colada Song),spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ
602,United Crushers,spotify:album:2zNaWDoM7orUh3hA8hTnUZ,POLIÇA,spotify:artist:34vLhockmYhf3LgznwyNaQ,191744.0,0.0,0.0,Lately,spotify:track:4svV9hUqbrz9iM7t2yTL96
603,Dream Your Life Away,spotify:album:6rIbiUMmZJfqJRnXhVxFvg,Vance Joy,spotify:artist:10exVja0key0uqUkk6LJRT,204280.0,0.0,0.0,Riptide,spotify:track:7yq4Qj7cqayVTp3FF9CWbm
604,Santigold,spotify:album:4yATru0hY3VgRHSreswbGj,Santigold,spotify:artist:6Jrxnp0JgqmeUX1veU591p,192666.0,0.0,0.0,You'll Find A Way (Switch and Sinden Remix),spotify:track:4VfvjHFWjbjjg94LGVFipA
605,Bacdafucup,spotify:album:5lUgtggG1KroP0qHkpxQ4K,Onyx,spotify:artist:10Khz9BDdDT2mzm3330Cvu,218506.0,0.0,0.0,Slam,spotify:track:0W2mz7mvaBaEsC4rmoRNPn
606,Something Real,spotify:album:2Mb8fh9x2oXnSH2tZHmpqS,Fedde Le Grand,spotify:artist:7dc6hUwyuIhrZdh80eaCEE,194699.0,0.0,0.0,I Can Feel - Radio Edit,spotify:track:0BL8l9UATfh4OsRGKQ9lrg
