Title,Artist,Lyrics
Booty Wurk (One Cheek At a Time),T-Pain,"

[Intro]
Gotta be cool baby, ya know what I'm saying

[Verse 1]
Jump out your car in the middle of the street
Open up your trunk, let the bass beat
Go ahead
Go ahead
You gotta walk up in the club bare-footed
I like that booty, you know where to put it
Go ahead
Go ahead
Now Mama, you look so professional
I'm following you, sweating you
I can't believe I'm doing what I'm doing
What is wrong with my head?
Go ahead
Cuz baby I like how you working it
I'm watching you, you twirking it
I'm trying to get you out of this club
And get you up in my bed
Go ahead

[Hook]
Now let me see that booty work, booty work
Booty, Boo-Boo-Booty work
Booty work, booty work
Booty, Boo-Boo-Booty work
Go ahead, go ahead
Now let me see that booty work
Booty, Boo-Boo-Booty Work
Left cheek, right cheek, left cheek, right cheek
Show off, show off, show off, Boom!
Show off, show off, show off, Boom!

[Verse 2]
(Boss)
Black car, black rims
Black shirt, black Tims
Come on baby, keep on doing what you're doing
Come on baby, keep on doing what you're doing
Holy moly, look at her
She got the boots, with the fur
Come on baby, keep on doing what you're doing
Come on baby, keep on doing what you're doing
Now mama, I can see that thong on you, the DJ played the song for you
I'm trying to drive my stick shift... all over them curves
Say word
If you keep playing with my fitted we gone get it, get it, get it
Girl, I represent the Nappy Boy clique, so I know that you heard
Say word
(Nappy Boy)

[Hook]
[Now let me see that booty work, booty work
Booty, Boo-Boo-Booty work
Booty work, booty work
Booty, Boo-Boo-Booty work
Go ahead, go ahead
Now let me see that booty work
Booty, Boo-Boo-Booty Work]
[Left cheek, right cheek, left cheek, right cheek
Show off, show off, show off, Boom!
Show off, show off, show off, Boom!]

[Verse 3]
Girl, it must be a crime to be as fine as you
You know exactly what I'm trying to do
You see me, I'm trying to keep it jumping
Girl, I got a Chevy with hydraulics and you reminding me of it
Up and down, up and down, girl you know what's happening
Round of applause: keep that booty clapping
Them other girls lacking what you packing
And you got them embarrassed by what you got from your parents
I'm trying to see them shorts, spread apart
I ain't coming up short, Kevin Hart
Now take off
Come on baby, keep on doing what you're doing
Take off
Come on baby, keep on doing what you're doing
Move your feet, cut a rug
Put your hands up if you're the baddest in the club
Take off, come on baby keep on doing what you're doing
Girl I'm tryin get you next to me
But first you gotta let me see that

[Hook]
[Now let me see that booty work, booty work
Booty, Boo-Boo-Booty work
Booty work, booty work
Booty, Boo-Boo-Booty work
Go ahead, go ahead
Now let me see that booty work
Booty, Boo-Boo-Booty Work]
[Left cheek, right cheek, left cheek, right cheek
Show off, show off, show off, Boom!
Show off, show off, show off, Boom!]

"
No Love,Eminem,"

[Intro: Haddaway, Eminem, & Lil Wayne]
Love, love
Love, love, love
[Mumbling chorus]
Don't hurt me
Don't hurt me no more
Young Money, yeah
No more
Love

[Verse 1: Lil Wayne & Haddaway]
Throw dirt on me and grow a wildflower
But it's ""Fuck the world,"" get a child out her
Yeah, my life a bitch, but you know nothing 'bout her
Been to hell and back, I can show you vouchers (no love)
I'm rollin' Sweets, I'm smokin' sour
Married to the game, but she broke her vows
That's why my bars are full of broken bottles
And my nightstands are full of open Bibles
Uh, I think about more than I forget
But I don't go around fire expectin' not to sweat
And these niggas know I lay 'em down, make your bed
Bitches try to kick me while I'm down, I'll break your leg
Money outweighin' problems on a triple beam
I'm stickin' to the script, you niggas skippin' scenes
Uh, be good or be good at it
Fuckin' right, I got my gun, semi-Cartermatic
Yeah, put a dick in they mouth, so I guess it's fuck what they say
I'm high as a bitch, up, up and away
Man, I'll come down in a couple of days
Okay, you want me up in the cage?
Then I'll come out in beast mode
I got this world stuck in the safe, combination is the G code
It's Weezy, motherfucker, Blood gang, and I'm in bleed mode
All about my dough, but I don't even check the peephole
So you can keep knockin', but won't knock me down
No love lost, no love found

[Chorus: Eminem, Lil Wayne, Both, & (Haddaway)]
It's a little too late to say that you're sorry now (yeah)
You kicked me when I was down
But what you say just don't (hurt me)
That's right, it don't (hurt me)
And I don't need you (no more)
Don't wanna see you (no more)
Ha, bitch, you get no (love)
You showed me nothing but hate (haha!)
You ran me into the ground
But what comes around goes around (yeah)
And I don't need you (don't hurt me)
That's right, you don't (hurt me)
And I don't need you (no more)
Don't wanna see you
Ha, bitch, you get (no love)
No! (No love) No! (No love) No! (No love)
Ha, bitch, you get (no love)
No! (No love) No! (No love)
And I don't need you (no more)
Get 'em!

[Verse 2: Eminem, Lil Wayne, & Both]
I'm alive again, more alive than I have been
In my whole entire life, I can (yeah)
See these people's ears perk up as I begin to spaz with the pen
Uh, I'm a little bit sicker than most
Shit's finna get thick again, they say the competition is stiff
But I get a hard dick from this shit and I stick it in
I ain't never giving in again (yeah)
Caution to the wind, complete freedom
Look at these rappers, how I treat 'em
So why the fuck would I join 'em when I beat 'em? (yeah!)
They call me a freak, 'cause I like to
Spit on these pussies 'fore I eat 'em (haha)
Man, get these whack cocksuckers off stage!
Where the fuck is Kanye when you need him? (oh!)
Snatch the mic from 'em, bitch, I'ma let you finish in a minute
Yeah, that rap was tight, but I'm (yeah!)
'Bout to spit the greatest verse of all time
So you might want to go back to the lab tonight and, um (yeah!)
Scribble out them rhymes you were gonna spit
And start over from scratch and write new ones
But I'm afraid that it ain't gonna make no difference
When I rip this stage and tear it in half tonight
It's an adrenaline rush to feel the bass thump
From the place all the way to the parking lot, fellow
Set fire to the mic and ignite the crowd (yeah)
You can see the sparks from hot metal (yeah)
Cold-hearted, from the day I Bogarted
The game, my soul started to rot, fellow (yeah)
When I'm not even in my harshest
You can still get roasted, ‘cause Marsh is not mellow
'Til I'm topplin' from the top, I'm not gonna stop
I'm standin' on my Monopoly board (uh)
That means I'm on top of my game
And it don't stop 'til my hip don't hop anymore (shit)
When you're so good that you can't say it
‘Cause it ain't even cool for you to sound cocky anymore (shit)
People just get sick ‘cause you spit
These fools can't drool or dribble a drop anymore (ow!)
And you can never break my stride (nope)
You'll never slow the momentum at any moment
I'm 'bout to blow, you'll never take my pride
Killin' the flow, slow venom
And the opponent is gettin' no mercy, mark my words
Ain't lettin' up, relentless, I smell blood
I don't give a fuck, keep givin' them hell
Where was you when I fell and needed help up?
You get no love

[Chorus: Eminem, Lil Wayne, Both, & (Haddaway)]
It's a little too late to say that you're sorry now (uh)
You kicked me when I was down
But what you say just don't (hurt me)
Yeah, that's right, it don't (hurt me)
And I don't need you (no more)
Don't wanna see you (no more)
Ha, bitch, you get no (love)
You showed me nothing but hate (yeah!)
You ran me into the ground
But what comes around goes around
And I don't need you (don't hurt me)
That's right, you don't (hurt me)
And I don't need you (no more)
Don't wanna see you
Ha, bitch, you get (no love)
No! (No love) No! (No love) No! (No love)
Ha, bitch, you get (no love)
No! (No love) No! (No love)
And I don't need you (no more)
Ha, bitch, you get (no love)

"
I'm Goin In,Drake,"

[Intro: Lil Wayne]
Yeah
Uh-huh
Um, uh-huh
Okay

[Verse 1: Lil Wayne]
Hello mothafucka, hey, hi, how ya durrn'?
It's Weezy F Baby, come to take a shit and urine
On these toilet bowl bitches, pussy ass niggas
Stomping on this beat like a motherfucking Sigma
Bad to the bristle, hat to the rizzle
I'm so official, all I need is a whistle
Bitch named Crystal, let her suck my pistol
She open up her mouth and then I blow her brains out
You ain't met a nigga like me, you probably never will
Riders rollin' with me, like 11 wheels
Find out where you livin', kill you in the kitchen
The feds tryin' to clip us, but we ain't even trippin'

[Chorus: Lil Wayne]
I'm goin' in, I'm goin' in
I'm goin' in, I'm goin' in
And I'ma go hard, and I'ma go hard
And I'ma go hard, and I'ma go hard
Bitch I'm goin' in, I'm goin' in
I'm goin' in, I'm goin' in
And I'ma go hard, and I'ma go hard
And I'ma go hard, and I'ma go hard

[Verse 2: Drake]
First off, you know what it is if you heard Drake
Making hoes wobble like a bridge in a earthquake
Never see me out 'cause I live in my workplace
I'll give you the business, so button up your shirt straight
Look at where I landed, you would think I planned it
I'm just doing me and you could never understand it
Chicks get hammered, big-dicked bandit
Money flowin' like a slit wrist, no bandage
Blowin' purple clouds, nigga I'm so sky high
I ain't cuttin' anybody slices out of my pie
Out of this world though, I'm so sci-fi
And I don't sit still, I keep it moving like a drive-by
I just tell the truth and so I'm cool in every hood spot
21 years and I ain't ever met a good cop
Me and Wayne lean like Kareem doin' hook shots
Cover me, I'm goin' in, and buckin' when the hook drop

[Chorus: Lil Wayne]
I'm goin' in, I'm goin' in
I'm goin' in, I'm goin' in
And I'ma go hard, and I'ma go hard
And I'ma go hard, and I'ma go hard
Bitch I'm goin' in, I'm goin' in
I'm goin' in, I'm goin' in
And I'ma go hard, and I'ma go hard
And I'ma go hard, and I'ma go hard

[Verse 3: Young Jeezy]
It goes, hold up, wait one motherfuckin' minute
It's the El Capitan, I got motherfuckin' lieutenants
And if I said ""I'm goin' in"" then I motherfuckin' meant it
And if I brought it in the club then I'ma motherfuckin' spend it
Cost a few hundred bands and I'm motherfuckin' in it
No need for a room, yeah you know I'm fuckin' in it
She actin' like she not, but she know she fuckin' winnin'
She said ""I seen it all"", I say ""No you fuckin' didn't""
You ever bust ten nuts in a two-seater?
She said ""I can't feel my legs"", I'm like ""Bitch, me neither""
I'm goin' in, where should I begin?
I don't even know, maybe where my blunt ends
And I'ma be a legend even when my life end
And I'ma be a legend even when this night ends
Yeah I do my thang, hop up out it like BEM!
Bitch, I said I'm him, so I'm nothin' like them

[Chorus: Lil Wayne]
I'm goin' in, I'm goin' in
I'm goin' in, I'm goin' in
And I'ma go hard, and I'ma go hard
And I'ma go hard, and I'ma go hard
Bitch I'm goin' in, I'm goin' in
I'm goin' in, I'm goin' in
And I'ma go hard, and I'ma go hard
And I'ma go hard, and I'ma go hard

"
My Everything,Yolanda Adams,"

Sie sagen, du wirst es nicht schaffen
Immer wieder ah ah
Und jedes mal
Sagen sie es ist sehr hart
Aber es wird nie die nacht kommen, in der du weinst
Weil du es nie an dich rankommen lassen wirst
Du arbeitest wirklich hart
Und du weit genau, was du willst und brauchst
Also glaub daran und du kannst niemals aufgeben
Du kannst deine ziele erreichen
Geh tief in dich und sage
Ich bin sicher ich kann
Ich bin sicher ich will
Ich bin sicher ich wei meine trume sind wahr
Ich bin sicher ich kann
Ich bin sicher ich tanze
Ich bin sicher unsere welt ist gesund und das ist an was ich glaube
Deine Zweifel sind nur ein Teil in deiner seele ah ah
Aber du weit das deine moves es ihnen zeigen werden
Du fngst an Bilder in deinem Kopf zu kreieren
Und nun glaube dran, das sie irgendwann wahr werden
Es wird wieder gut, lass all deine ksse und den Stress zurck
Lass dich gehen, lass die musik flieen in dir
Geh raus aus dem Schmerz und fang an zu glauben
Ich bin sicher ich kann
Ich bin sicher ich will
Ich bin sicher ich wei meine Trume sind wahr
Ich bin sicher ich kann
Ich bin sicher ich tanze
Ich bin sicher unsere Welt ist gesund und das ist an was ich glaube
Wow wow wow, jeah
Tanz part...
Hr nicht auf das was leute sagen
Nimm jetzt meine Hand und folge mir
Mit all meinen Hoffnungen und Trumen
Ich bin mir sicher
Es ist nicht was es scheint, es ist nicht fr mich
Ich werde nicht aufgeben ich werde es aufrecht erhalten
Sehe in den Himmel
Ich nehme alles, was ich brauche
Ich werde immer daran glauben
Ich bin sicher ich kann
Ich bin sicher ich will
Ich bin sicher ich wei meine Trume sind wahr
Ich bin sicher ich kann
Ich bin sicher ich tanze
Ich bin sicher unsere Welt ist gesund und das ist an was ich glaube

"
Jesus Saves,Daryl Coley,"

When your life is tossed and scorned
And the hope you have is gone
Don't give up on Jesus

When you've tried everything you know
And you're looking for a place to go
Don't give up on Jesus

When you've gone past your limit
And you can't take it another minute
Don't give up on Jesus

When this world spins round and round
And you can't tell your up from down
Don't give up on Jesus

For He's met all your needs before
And you dare not doubt He'll bring you out
And He'll do it over again
Just one wink of His eye
Put the shadows in the sky
For all to see agin

He sits high and He looks low
He knows the way that I should go
And the Lord He has promised
To supply all your needs
His throne's in heaven
And His foot's on earth
And He controls my destiny
And He knows the way we should go

Don't give up, no
Don't you dare give up
Don't you lose faith
You just try...

(Daryl and Vanessa begin adlib)

"
I'll Always Remember,Yolanda Adams,"

Lord I hear of showers of blessings
Thou art scattering full and free
Showers the thirsty souls refreshing
Let some drops now fall on me

Pass me not oh gentle saviour
Sinful though my heart may be
I am longing for your favor
Whilst thou art blessing
Oh lord
Come on and bless me

Even me lord
Even me
Even me lord
Even me

Let some drops
Let some drops
Whilst thou art blessing
Oh lord
Stop by and bless me

Oh stop by lord
Yes and bless me

Bless me
Protect me
Direct me
Even me lord

I need you
To come on down
And bless me
Sinful though my heart may be
I need you to come down
And bless me
Yes

While
Whilst thou art blessing
While you are in the blessing business today
Not tomorrow
I need you today
Yeah

Bless me
Protect me
Direct me
Even me lord

To stop by
Just drop by
Oh lord lord lord lord lord lord lord
Bless me
Even me
Even me lord
Yeah
I need a blessing
I need a blessing
I need a blessing lord

"
Pirate Flag,Kenny Chesney,"

[Verse 1]
Well I come from a little bitty, homegrown small town
Smoky Mountains, nice place to hang around
Moonshine, that's where they make it
Put it in a jug, makes you want to get naked
But I jumped on a greyhound bus one night
And took it all the way to the end of the line
Stepped out in the sun, when my feet hit the sand
What a long strange trip

[Chorus]
I spent my whole life running around
Still let the wind kind of blow me around
Well I dropped a note in a bottle
To a long-legged model
And I traded it in for a whole another world
A pirate flag and an island girl

[Verse 2]
Well my friends back home think I've gone and lost my mind
Take a sip of rum and you really would know why
Jolly Roger flying on the picnic table
Blender in the kitchen, willing and able
Don't know what makes you say what the hell
But when the salt air catches a hold of that sail
Something about it makes her just want to dance
And she loves to dance

[Chorus]
I spent my whole life running around
Still let the wind kind of blow me around
Well I dropped a note in a bottle
To a long-legged model
And I traded it in for a whole another world
A pirate flag and an island girl

[Bridge]
Well I remember back home beneath the big old moon
Tucked back in the woods, yeah life was good
But here we are in a local bar and drinking shooting stars

[Outro]
I might spend my whole life running around
Still let the wind kind of blow me around
Well I dropped a note in a bottle
To a long-legged model
And I traded it in for a whole another world
A pirate flag and an island girl
A pirate flag and an island girl

"
When I See This Bar,Kenny Chesney,"

[Verse 1]
Well I see the souls of so many friends
And I see us all back here again
With sandy floors and ceiling fans
A Rastafarian one-man band with songs
That fills my memories like a tip jar
Yeah, that's what I see
When I see this bar

[Verse 2]
I see tourists at Christmas time
And I taste beers with a hint of lime
I feel lonely because it's not the same
Different faces and different names
Living like pirates out among the stars
Yeah, that's what I see
When I see this bar

[Chorus]
Pieces of our past slowly slip away
But time just stands still when I walk in this place

[Verse 3]
And I see a kid coming into his own
And a man learning to move on
Somehow trying to find his way
A dreamer betting on blind faith
Chasing that sun and following his heart
Yeah, that's what I see
When I see this bar

[Chorus]
Pieces of our past slowly slip away
But time just stands still when I walk in this place

[Verse 4]
A few have moved on back to Maine
Jacksonville and Key Biscayne
Some are still living the dream
Stuck in still life it seems
No matter where they've been
Or where they are
Yeah, I see them here
When I see this bar
When I see this bar

[Verse 5]
I wonder where we go from here
(That's what I see when I see this bar)
Life isn't over but it's always near
(That's what I see when I see this bar)
I think about all the good times that we had
(That's what I see when I see this bar)
It makes me happy and it makes me sad
(That's what I see when I see this bar)
How could we be so close, now so far apart
(That's what I see when I see this bar)
That's what I feel, that's what I see
Yeah we were living like pirates and want to be stars
That's what I see when I see this bar

[Chorus]
That's what I see when I see this bar

"
Is This Love,Bob Marley & The Wailers,"

[Spoken Intro]

[Verse 1]
I want to love you and treat you right
I want to love you every day and every night
We'll be together with a roof right over our heads
We'll share the shelter of my single bed
We'll share the same room, yeah!
For Jah provide the bread

[Chorus]
Is this love - is this love - is this love
Is this love that I'm feeling?
Is this love - is this love - is this love
Is this love that I'm feeling?
I want to know - want to know - want to know now!
I got to know - got to know - got to know now!
I-I-I-I-I-I-I-I-I - I'm willing and able
So I throw my cards on your table!

[Verse 2]
I want to love you - I want to love and treat -
Love and treat you right
I want to love you every day and every night
We'll be together, yeah! -
With a roof right over our heads
We'll share the shelter, yeah, oh now! -
Of my single bed
We'll share the same room, yeah! -
For Jah provide the bread

[Chorus]
Is this love - is this love - is this love
Is this love that I'm feeling?
Is this love - is this love - is this love
Is this love that I'm feeling?
Wo-o-o-oah! Oh yes, I know; yes, I know - yes, I know now!
Yes, I know; yes, I know - yes, I know now!
Yes I, yes I - I'm willing and able
So I throw my cards on your table!

[Verse 3]
I want to love you - I want to love and treat -
Love and treat you right
I want to love you every day and every night
We'll be together
With a roof right over our heads
We'll share the shelter, yeah, oh now! -
Of my single bed
We'll share the same room
For Jah provide the bread
We'll share the shelter, of my single bed
We'll share the same room
For Jah provide the bread

"
Runnin' (Dying To Live),2Pac,"

[Intro: Rob May & 2Pac]
Between you and Biggie it was like, who's going to rule the
Nigga kingdom and shit, basically, know what I'm saying?
I was like, this is like a fucking election
It is that
You know what I am saying
Me and Biggie's situation is smaller than that, it's like…

[Hook]
And I wonder if they'll laugh when I'm dead?
Why am I fighting to live if I'm just living to fight?
(You don't know)
Why am I trying to see when there ain't nothing in sight?
Why am I trying to give when no one gives me a try?
Why am I dying to live if I'm just living to die?

[Verse 1: The Notorious B.I.G.]
Check it, I grew up a fuckin' screw-up
Got introduced to the game, got a ounce and fuckin' blew up
Choppin' rocks overnight
The nigga Biggie Smalls tryna turn into the black Frank White
We had to grow dreads to change our description
Two cops is on the milk box missin'
Show they toes, you know they got stepped on
A fistful of bullets, a chest full of Teflon
Runnin' from the police, picture that
Nigga, I'm too fat, I fuck around and catch a asthma attack
That's why I bust back, it don't faze me
When he drop, take his Glock and I'm Swayze
Celebrate my escape, sold the Glock, bought some weight
Lay back, I got some money to make, motherfucker

[Hook]
And I wonder if they'll laugh when I'm dead?
Why am I fighting to live if I'm just living to fight?
Why am I trying to see when there ain't nothing in sight?
Why am I trying to give when no one gives me a try?
Why am I dying to live if I'm just living to die?
(It's on me)

[Verse 2: 2Pac]
But still I'm havin' memories of high speed when the cops crashed
As I laugh, pushin' the gas while my Glocks blast
We was young and we was dumb, but we had heart
In the dark, will we survive through the bad parts?
Many dreams is what I had, and plenty wishes
No hesitation in extermination of these snitches
Envious bitches, they still continue to pursue me
A couple of movies, now the whole world's tryna screw me
Even the cops tried to sue me, so what can I do?
But stay true, sippin' 22's of brew
And now media is tryna test me
Got the press askin' questions, tryna stress me
Misery is all I see, that's my mind state
My history with the police will shake the crime rate
My main man had two strikes, slipped, got arrested, and flipped
He screamed ""Thug Life!"" and emptied the clip
Got tired of runnin' from the police

[Hook]
And I wonder if they'll laugh when I'm dead?
Why am I fighting to live if I'm just living to fight?
Why am I trying to see when there ain't nothing in sight?
Why am I trying to give when no one gives me a try?
Why am I dying to live if I'm just living to die?

[Outro: 2Pac]
They wanted a new regime. And my regime includes East coast, includes West coast

[The Notorious B.I.G.]
I was more shocked than anything
You know what I'm sayin'?
But I wasn't more shocked of him dying
I was more shocked of him… Pac is a strong dude, yo
I know dude, you know what I'm sayin'? Real strong
So when they was like he got shot, I was just more like, ""Again?"" you know what I'm sayin'?
He always getting shot, or shot at
He going to pull through this one again
Make a few records about it, and it's going to be over
You know what I'm sayin'?
But when he, when he died, I was just like, ""whoa"", you know what I'm saying? Kinda took me by
I mean, even though we was going through our drama
I would never wish death on nobody
You know what I'm sayin'?
Because there ain't no coming back from that

"
My Time,Fabolous,"

[Hook - Jeremih]
Go hard today
Can't worry about the past cause that yesterday
I'mma put it on the line cause it's my time
Hey, hey, hey, hey
Gotta stay on my grind cause it's my time

[Verse 1 - Fabolous]
Guess what time it is? My, my, my time
You can check your iPhone, better say it's iTime
I don't even need a watch, I don't even see a clock
Soon as a I walk in, it feel like me o'clock
Yeah, me o'clock, every time I check
Niggas don't measure up and try to blame the Pyrex
I'm a do it bigger than a 5X
Can't ride with a L, so I don't drive Lex
Game's so bickery, so full of trickery
Nursery-rhyming: hickory, dickory
Blowing that sour, the hood call it ""pickery""
Biggie, Puffy, Busta, victory

[Hook]

[Verse 2 - Fabolous]
My time's more like fly time
Don't call it ""getting dressed"", call it in the ""sky time""
If you ain't a pilot, you probably couldn't style it
Unless you was a stewardess, you won't know what to do with this
First I took the time out, then I put the time in
Money ain't everything, it's more about the timing
So I got the Audemars, flawless diamonds
In other words that's called perfect timing
I feel like a favor, I feel like a savior
They clocking my neck: I feel like I'm Flavor
I go so hard, Loso God, damn
Street fi-di-di-di-damn

[Hook]

[Verse 3 - Jeremih]
0-9, all mines
It's been a few years, now it's me, about time
You know I got committed with it since I've been up in the zone
Sign the dotted line, now it's on
So y'all better check your wrist-piece
Cause it's time to make history
Just hop in here up on this hit streak
How the, how the, how the hell you gonna evict me?
You know I'm here to stay, never clocking out
Big bottles we popping now, no telling where we stopping now
And I represent the Chic-a-g-o
On the track with F-A-B-O

"
Fight Music,D12,"

[Chorus: Eminem]
This kind of music, use it, and you get amped to do shit
Whenever you hear some shit and you can't refuse it
It's just some shit for these kids to trash they rooms with
Just refuse whenever they asked to do shit
The type of shit that you don't have to ask who produced it
You just know that's the new shit
The type of shit that causes mass-confusion
And drastic movement of people actin' stupid

[Verse 1: Kon Artis]
I come to every club with intention to do harm
With a prosthetic arm and smellin' like Boone's Farm
Hidin' under tables as soon as I hear alarms
Paranoid thief that'll steal from his own mom
Kunivin' Kon Artis with a bomb
Strapped to my stomach, screamin', ""Let's get it on!""
A lush that love to drink, drunk-drivin' a tank
Rollin' over a bank, cops see me and faint
It's drastic, I'm past my limit of coke
I think I'll up my high by slittin' your throat
Push your baby carriage into the street 'til it's mince meat
Your mens been beat the minute I step onto your street
This is fight music

[Verse 2: Bizarre]
You know why my hands are so numb? (No?)
'Cause my grandmother sucked my dick and I didn't cum
(Oh) Smacked this whore for talkin' crap
So what if she's handicapped?
The bitch said Bizarre couldn't rap
I fuckin' hate you, I'll take your drawers down and rape you
While Dr. Dre videotapes you (Hell yeah!)
Satan done got me on this song, eatin' a hot dog
Readin' the Holy Qur'an while I'm on the john
Tired of wearin' this yellow thong
Take it back, Sisqo, you know where it belongs
Now, here's a gun, I'll put it in your palm
Now go over there and blow up Dru Hill's arms
Fuck the love songs!

[Chorus: Eminem]
This kind of music, use it, and you get amped to do shit
Whenever you hear some shit and you can't refuse it
It's just some shit for these kids to trash they rooms with
Just refuse whenever they asked to do shit
The type of shit that you don't have to ask who produced it
You just know that's the new shit
The type of shit that causes mass-confusion
And drastic movement of people actin' stupid

[Verse 3: Proof]
Just bring who you gon' bring on
Who you gon' swing on
I'm King Kong, guns blow you to kingdom-come
Show you machine gun funk
Sixteen M16's, one pump
The snub in my paw, shove it in your jaws
Have you runnin' out this fuckin' club in your drawers
We lovin' the brawls; there's nothin' to applaud
But fuck it, it's all good
The hood is up in us all; it's fight music

[Verse 4: Swifty McVay]
I'm a nigga that loves scuffles
And won't hesitate to sock you again with swollen knuckles
I'm like that, catch a nigga like bear traps
Blow his head back
Right in front of the precinct (You hear that?)
I slap your freak, bump you and won't speak
If you step on my feet, you get drowned in your own drink
I suffocated my shrink just for talkin'
Came back and fucked up his pallbearers
And made them drop his coffin; it's fight music

[Verse 5: Kuniva]
These beads I'm swingin' is stingin' them
See all these niggas?
When I step in the club I'm bringin' them
If any nigga lookin' too hard, we Rodney King'n them
Malice Greening them
And gasolinin' them with premium
Light a cigarette, flick it at 'em, or spit it at 'em
Hold up a picture of his family and kick it at him
Blast while you right-hookin', right when your wife's lookin'
Fuck fight music, bitch, this is losing-your-life music

[Verse 6: Eminem]
If I could capture the rage of today's youth and bottle it
Crush the glass with my bare hands and swallow it
And spit it back in the faces of you racists
And hypocrites who think the same shit but don't say shit
You Liberaces, Versaces, and you Nazis
Watch me, 'cause you figured you got me in this hot seat
You motherfuckers wanna judge me 'cause you're not me
You'll never stop me, I'm top speed and you pop me
I came to save these new generations of babies
From parents who failed to raise them 'cause they're lazy
To grow to praise me, I'm makin' them go crazy
That's how I got this whole nation to embrace me
And you fugazi if you think I'ma admit wrong
I cripple any hypocritic critic I'm sicked on
And this song is for any kid who gets picked on
A sick song to retaliate to, and it's called—

[Chorus: Eminem]
This kind of music, use it, and you get amped to do shit
Whenever you hear some shit and you can't refuse it
It's just some shit for these kids to trash they rooms with
Just refuse whenever they asked to do shit
The type of shit that you don't have to ask who produced it
You just know that's the new shit
The type of shit that causes mass-confusion
And drastic movement of people actin' stupid
It's fight music

"
